Age,Taxa,Continent,Lat,Long
100,Bos/Bison,North America,32.30613223199503,-101.95120612446769
70,Bison,North America,32.30613223199503,-101.95120612446769
80,Bison,North America,32.30613223199503,-101.95120612446769
150,Bison,North America,32.30613223199503,-101.95120612446769
3270,Homo sapiens,North America,40.448815152816834,-113.13104748728868
3020,Homo sapiens,North America,40.448815152816834,-113.13104748728868
8680,Homo sapiens,North America,40.448815152816834,-113.13104748728868
8130,Homo sapiens,North America,40.448815152816834,-113.13104748728868
8190,Homo sapiens,North America,40.448815152816834,-113.13104748728868
8380,Homo sapiens,North America,40.448815152816834,-113.13104748728868
8300,Homo sapiens,North America,40.448815152816834,-113.13104748728868
5030,Homo sapiens,North America,40.448815152816834,-113.13104748728868
6020,Homo sapiens,North America,40.448815152816834,-113.13104748728868
8100,Homo sapiens,North America,40.448815152816834,-113.13104748728868
8100,Homo sapiens,North America,40.448815152816834,-113.13104748728868
610,Bison Bone,North America,38.74787517444561,-111.80437058974756
3030,Homo sapiens,North America,40.448815152816834,-113.13104748728868
8160,Homo sapiens,North America,40.448815152816834,-113.13104748728868
5060,Homo sapiens,North America,40.448815152816834,-113.13104748728868
730,bison sp.,North America,36.62877759233389,-94.3486559550726
5320,bisonà collagen,North America,44.34988183000561,-94.24768135812215
5410,bisonà collagen,North America,44.34988183000561,-94.24768135812215
5280,bisonà collagen,North America,44.34988183000561,-94.24768135812215
5170,bisonà collagen,North America,44.34988183000561,-94.24768135812215
5340,bisonà collagen,North America,44.34988183000561,-94.24768135812215
5240,bisonà collagen,North America,44.34988183000561,-94.24768135812215
10050,Homo sapiens coprolite,North America,42.793487588994964,-120.38751407581609
12400,Homo sapiens coprolite,North America,42.793487588994964,-120.38751407581609
12290,Homo sapiens coprolite,North America,42.793487588994964,-120.38751407581609
4130,Homo sapiens coprolite,North America,42.793487588994964,-120.38751407581609
6640,Homo sapiens coprolite,North America,42.793487588994964,-120.38751407581609
11760,Bison antiquus horn core (same specimen as UCIAMS-53549),North America,48.57188749023361,-122.9653883128835
2090,Homo sapiens coprolite,North America,37.78497617709849,-117.63258352365285
6050,Homo sapiens coprolite,North America,37.78497617709849,-117.63258352365285
6080,Homo sapiens coprolite,North America,37.78497617709849,-117.63258352365285
50,Homo sapiens coprolite,North America,37.78497617709849,-117.63258352365285
6070,Homo sapiens coprolite,North America,37.78497617709849,-117.63258352365285
440,Homo sapiens coprolite,North America,37.78497617709849,-117.63258352365285
400,Homo sapiens coprolite,North America,37.78497617709849,-117.63258352365285
6510,Homo sapiens coprolite,North America,37.78497617709849,-117.63258352365285
980,Bone Collagen bison radius,North America,43.93483944236023,-110.58987869569029
10430,Mammut americanum,North America,43.000980012323595,-78.19382174277226
2270,Bison metapodial collagen,North America,35.40136709082583,-101.89402387969278
200,bison tibia,North America,44.52043018243286,-109.58802373731255
110,bison collagen,North America,47.263678323270646,-109.22461332056068
490,bison collagen,North America,47.263678323270646,-109.22461332056068
2360,Bison metacarpal collagen,North America,35.40136709082583,-101.89402387969278
2420,Bison radius collagen,North America,35.40136709082583,-101.89402387969278
880,bison sesamoid,North America,44.24119981904127,-114.28176334301202
2030,Ursus americanus collagen,North America,39.19559998975863,-84.54260216827456
290,bison lone bone frag,North America,44.52043018243286,-109.58802373731255
2540,Bison radius collagen,North America,35.40136709082583,-101.89402387969278
1740,Bison radius collagen,North America,35.40136709082583,-101.89402387969278
2310,Bison long bone frag collagen,North America,35.40136709082583,-101.89402387969278
2250,Bison long bone frag collagen,North America,35.40136709082583,-101.89402387969278
80,collagen bison,North America,38.96985206027308,-84.72788417236082
1560,Bison collagen,North America,35.40136709082583,-101.89402387969278
710,Bison,North America,31.704906918591124,-98.11095525748577
290,Bison,North America,31.704906918591124,-98.11095525748577
310,Bison,North America,31.704906918591124,-98.11095525748577
160,Bison,North America,40.66640737991361,-106.34295407885106
1570,Bison radius collagen,North America,35.40136709082583,-101.89402387969278
2510,Bison skull and horn core collagen,North America,35.40136709082583,-101.89402387969278
2010,Bison radius collagen,North America,35.40136709082583,-101.89402387969278
180,bison-sized lone bone frag partially burned,North America,44.52043018243286,-109.58802373731255
100,bison metatarsal,North America,40.66640737991361,-106.34295407885106
410,collagen bison,North America,42.97242285572902,-105.50718064870449
370,bison cervical,North America,40.66640737991361,-106.34295407885106
220,bison tibia,North America,40.66640737991361,-106.34295407885106
2780,bison,North America,43.21659564052169,-112.3981264079969
1980,bison collagen,North America,45.423339416523476,-107.48994234953656
6050,bison petrous pyramid collagen,North America,46.48260998754195,-94.07100287982239
1940,Bison,North America,45.423339416523476,-107.48994234953656
1970,Bison-size limb,North America,45.423339416523476,-107.48994234953656
7050,Bison occidentalis,North America,44.71625221637234,-95.86825633069903
620,Homo sapiens coprolite,North America,39.93383630599707,-117.03802935653871
1790,Homo sapiens coprolite,North America,39.93383630599707,-117.03802935653871
1400,Homo sapiens coprolite,North America,39.93383630599707,-117.03802935653871
1990,bison collagen,North America,45.423339416523476,-107.48994234953656
640,Bison,North America,40.66640737991361,-106.34295407885106
200,bison right prox radius,North America,43.04065302917591,-108.63065852240744
160,bison tibia left,North America,43.04065302917591,-108.63065852240744
1890,bison collagen,North America,45.423339416523476,-107.48994234953656
2050,bison collagen,North America,45.423339416523476,-107.48994234953656
660,Bison,North America,37.78497617709849,-117.63258352365285
2130,bison,North America,30.717811857352643,-99.22642753028826
