entity,medgen_cui,omim_mim,genes,n_genes,inheritance_class,mechanism_class,organ_system_hint,in_scope,exclusion_reason,provenance
Brugada syndrome 9,C4225340,616399,KCND3,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Cardiac arrhythmia,C0003811,,,0,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cardiac arrhythmia, ankyrin-B-related",C1970119,600919,ANK2,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Cardiac conduction disease with or without cardiomyoopathy,C5681182,,,0,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Cardiac conduction disease with or without cardiomyopathy 2,C6065913,621367,POPDC2,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Cardiac conduction disease with or without dilated cardiomyopathy 1,C6065889,616117,TNNI3K,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Cardiomyopathy,C0878544,,,0,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cardiomyopathy, dilated, 100",C5830291,620247,VEZF1,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cardiomyopathy, dilated, 1QQ",C6012742,621251,C10orf71,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cardiomyopathy, dilated, 2c",C4748647,618189,PPCS,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cardiomyopathy, dilated, 2D",C5543535,619371,RPL3L,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cardiomyopathy, dilated, 2E",C5561970,619492,JPH2,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cardiomyopathy, dilated, 2F",C5676917,619747,BAG5,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cardiomyopathy, dilated, 2G",C5676995,619897,LMOD2,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cardiomyopathy, dilated, 2H",C5774296,620203,GET3,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cardiomyopathy, dilated, 2I",C5830685,620462,CAP2,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cardiomyopathy, dilated, 2j",C5882725,620635,FLII,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cardiomyopathy, dilated, 2K",C5935636,620894,MYZAP,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cardiomyopathy, dilated, 2l",C6012739,621237,LDB3,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cardiomyopathy, dilated, 2M",C6012748,621261,NEXN,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"CARDIOMYOPATHY, DILATED, 2N",CN381645,621595,NRAP,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cardiomyopathy, dilated, 3C",CN380879,301163,EMD,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cardiomyopathy, dilated, with wooly hair, keratoderma, and tooth agenesis",C4014393,615821,DSP,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cardiomyopathy, familial hypertrophic 27",C4748014,618052,ALPK3,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cardiomyopathy, familial hypertrophic, 28",C5543616,619402,FHOD3,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cardiomyopathy, familial hypertrophic, 29, with polyglucosan bodies",C5774308,620236,KLHL24,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cardiomyopathy, familial hypertrophic, 30, atrial",C5935586,620734,CORIN,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cardiomyopathy, familial hypertrophic, 31",C6012754,621270,TRIM63,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cardiomyopathy, familial restrictive, 1",C1861861,115210,TNNI3,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cardiomyopathy, familial restrictive, 3",C2676271,612422,TNNT2,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cardiomyopathy, familial restrictive, 6",C5543638,619433,KIF20A,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Cardiomyopathy-hypotonia-lactic acidosis syndrome,C1835845,610773,SLC25A3,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome,C4014942,616007,IARS2,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Catecholaminergic polymorphic ventricular tachycardia 1,C1631597,604772,CASQ2;RYR2;TRDN,3,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Catecholaminergic polymorphic ventricular tachycardia 2,C2677794,611938,CASQ2,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Catecholaminergic polymorphic ventricular tachycardia 3,C3151463,614021,TECRL,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Catecholaminergic polymorphic ventricular tachycardia 4,C3554047,614916,CALM1,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Catecholaminergic polymorphic ventricular tachycardia 5,C3809536,615441,TRDN,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Cayman type cerebellar ataxia,C1832585,601238,ATCAY,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome,C3281223,614575,RFC1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cerebellar ataxia, brain abnormalities, and cardiac conduction defects",C5562005,619576,EXOSC5,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cerebellar ataxia, intellectual disability, and dysequilibrium syndrome 1",C4551552,224050,VLDLR,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cerebellar ataxia, intellectual disability, and dysequilibrium syndrome 2",C2750234,610185,WDR81,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cerebellar ataxia, intellectual disability, and dysequilibrium syndrome 3",C2750509,613227,CA8,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cerebellar ataxia, intellectual disability, and dysequilibrium syndrome 4",C3808977,615268,ATP8A2,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome,C1832466,601338,ATP1A3,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Cerebellar ataxia-hypogonadism syndrome,C1859305,212840,RNF216,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Cerebellar atrophy with seizures and variable developmental delay,C5193132,618501,CACNA2D2,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cerebellar atrophy, developmental delay, and seizures",C4539985,617643,KCNMA1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cerebellar atrophy, visual impairment, and psychomotor retardation;",C4225172,616875,EMC1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Cerebellar dysfunction with variable cognitive and behavioral abnormalities,C3553661,614756,CAMTA1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cerebellar dysfunction, impaired intellectual development, and hypogonadotropic hypogonadism",C5676924,619761,PRDM13,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Cerebellar hypoplasia-intellectual disability-congenital microcephaly-dystonia-anemia-growth retardation syndrome,C5543287,619273,VPS4A,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cerebellar, ocular, craniofacial, and genital syndrome",C5193118,618479,MAB21L1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Cerebellar-facial-dental syndrome,C4015495,616202,BRF1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cerebral amyloid angiopathy, APP-related",C2751536,605714,APP,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Cerebral arteriopathy with subcortical infarcts and leukoencephalopathy,C0751587,,NOTCH3,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1",C4551768,125310,NOTCH3,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 2",C4225211,616779,HTRA1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cerebral arteriopathy, autosomal recessive, with subcortical infarcts and leukoencephalopathy 1",C6065897,621295,NOTCH3,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Cerebral arteriovenous malformation,C0917804,108010,IL6;KRAS,2,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Cerebral cavernous malformation,C2919945,116860,CCM2;KRIT1;PDCD10,3,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Cerebral cavernous malformation 1,C1366911,,KRIT1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Cerebral cavernous malformation 2,C1864041,603284,CCM2,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Cerebral cavernous malformation 3,C1864040,603285,PDCD10,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Cerebral cavernous malformation 4,C5561991,619538,PIK3CA,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Cerebral cavernous malformations 5,C5975541,621032,MAP3K3,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Cerebral creatine deficiency syndrome,C5244016,,GAMT;GATM;SLC6A8,3,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Cerebral folate transport deficiency,C2751584,613068,FOLR1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cerebral palsy, spastic quadriplegic, 2",C2752061,612900,KANK1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Cerebral palsy, spastic quadriplegic, 3",C4310767,617008,ADD3,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Ceroid lipofuscinosis, neuronal, 4 (Kufs type)",C1834207,162350,DNAJC5,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Ceroid lipofuscinosis, neuronal, 6A",C5551375,601780,CLN6,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Ceroid lipofuscinosis, neuronal, 6B (Kufs type)",C5561927,204300,CLN6,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Charcot-Marie-Tooth disease,C0007959,,AARS1;ABHD12;AIFM1;ARHGEF10;ATP7A;BAG3;CNTNAP1;DCTN1;DCTN2;DGAT2;DHTKD1;DRP2;DYNC1H1;EGR2;GNB4;HARS1;HINT1;HSPB1;HSPB3;HSPB8;IGHMBP2;INF2;KIF1B;KIF5A;LITAF;LMNA;LRSAM1;MARS1;MCM3AP;MED25;MME;MORC2;MPV17;MTMR2;NAGLU;NDRG1;NEFH;NEFL;PDK3;PLEKHG5;PMP22;PRX;PTRH2;RAB7A;SBF1;SBF2;SETX;SGPL1;SIGMAR1;SPG11;SPTLC1;TRIM2;WARS1;YARS1,54,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Charcot-Marie-Tooth disease axonal type 2C,C1853710,606071,TRPV4,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Charcot-Marie-Tooth disease axonal type 2CC,C4310790,616924,NEFH,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Charcot-Marie-Tooth disease axonal type 2F,C1847823,606595,HSPB1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Charcot-Marie-Tooth disease axonal type 2K,C1842983,607831,GDAP1;JPH1,2,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Charcot-Marie-Tooth disease axonal type 2L,C1837552,608673,HSPB8,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Charcot-Marie-Tooth disease axonal type 2N,C2750090,613287,AARS1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Charcot-Marie-Tooth disease axonal type 2O,C3280220,614228,DYNC1H1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Charcot-Marie-Tooth disease axonal type 2P,C3280797,614436,LRSAM1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Charcot-Marie-Tooth disease axonal type 2Q,C3554366,615025,DHTKD1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Charcot-Marie-Tooth disease axonal type 2S,C4015349,616155,IGHMBP2,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Charcot-Marie-Tooth disease axonal type 2T,C4015635,617017,MME,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Charcot-Marie-Tooth disease axonal type 2U,C4084821,616280,MARS1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Charcot-Marie-Tooth disease axonal type 2V,C5569050,616491,NAGLU,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Charcot-Marie-Tooth disease axonal type 2X,C5569024,616668,SPG11,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Charcot-Marie-Tooth disease axonal type 2Z,C5569025,616688,MORC2,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Charcot-Marie-Tooth disease dominant intermediate B,C1847902,606482,DNM2,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Charcot-Marie-Tooth disease dominant intermediate C,C1842237,608323,YARS1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Charcot-Marie-Tooth disease dominant intermediate D,C1843075,607791,MPZ,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Charcot-Marie-Tooth disease dominant intermediate E,C4302667,614455,INF2,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Charcot-Marie-Tooth disease dominant intermediate F,C4749463,615185,GNB4,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Charcot-Marie-Tooth disease recessive intermediate A,C1842197,608340,GDAP1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Charcot-Marie-Tooth disease recessive intermediate B,C3150897,613641,KARS1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Charcot-Marie-Tooth disease recessive intermediate C,C3809309,615376,PLEKHG5,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Charcot-Marie-Tooth disease recessive intermediate D,C5569027,616039,COX6A1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
